Customer ID,sales_id,product_id,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Country,Location,Size,Color,Season,Year,Review Rating,Subscription Status,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Discount value
1153,11153,P002-HB7-M,62,Female,Handbag,Accessories,49,USA,Connecticut,M,Gold,Fall,2023,4,No,Standard,No,8,Credit Card,0
1154,11154,P001-S16-M,27,Not Available,Shirt,Clothing,41,USA,Idaho,M,Pink,Summer,2023,4,No,Free Shipping,Yes,0,Bank Transfer,0
1155,11155,P001-D6-L,49,Not Available,Dress,Clothing,82,USA,Georgia,L,Cyan,Spring,2023,2.9,No,2-Day Shipping,No,0,Credit Card,0
1156,11156,P001-TSHT17-S,67,Female,T-shirt,Clothing,53,USA,Tennessee,S,Red,Fall,2023,2.6,No,Express,No,0,Credit Card,0
1157,11157,P003-SH7-M,20,Male,Shoes,Footwear,21,USA,Hawaii,M,Gold,Summer,2023,4.8,No,Express,Yes,0,Debit Card,0
1158,11158,P002-BLT5-M,0,Female,Belt,Accessories,66,USA,Maryland,M,Charcoal,Fall,2023,4.4,No,Standard,No,0,Cash,0
1159,11159,P002-BLT25-L,69,Female,Belt,Accessories,89,USA,Nevada,L,Orange,Summer,2023,4,No,2-Day Shipping,Yes,41,Bank Transfer,0
1160,11160,P002-HB3-L,66,Male,Handbag,Accessories,55,USA,New Hampshire,L,Blue,Fall,2023,3.6,No,2-Day Shipping,No,46,Debit Card,0
1161,11161,P002-SCF3-S,37,Male,Scarf,Accessories,42,USA,North Dakota,S,Blue,Summer,2023,3.2,No,Next Day Air,Yes,0,Debit Card,0
1162,11162,P001-SHTS25-S,63,Female,Shorts,Clothing,52,USA,Oklahoma,S,Orange,Fall,2023,3.1,No,2-Day Shipping,Yes,0,Cash,0
1163,11163,P003-SD3-M,47,Male,Sandals,Footwear,92,USA,North Carolina,M,Blue,Winter,2023,4.2,No,Express,No,0,Cash,0
1164,11164,P001-P23-L,26,Female,Pants,Clothing,56,USA,Tennessee,L,White,Summer,2023,3,No,2-Day Shipping,No,0,Debit Card,0
1165,11165,P001-D9-M,68,Male,Dress,Clothing,96,USA,Montana,M,Green,Winter,2023,4.2,No,Standard,No,47,Credit Card,0
1166,11166,P001-TSHT18-M,51,Female,T-shirt,Clothing,64,USA,Wisconsin,M,Silver,Winter,2023,2.9,No,Next Day Air,No,0,Debit Card,0
1167,11167,P001-D11-S,0,Male,Dress,Clothing,48,USA,Connecticut,S,Lavender,Winter,2023,3.7,No,Store Pickup,Yes,22,Debit Card,0
1168,11168,P001-SO1-XL,60,Female,Socks,Clothing,83,USA,New Jersey,XL,Beige,Summer,2023,3.6,No,Free Shipping,No,0,Credit Card,0
1169,11169,P002-SCF21-L,68,Female,Scarf,Accessories,91,USA,Mississippi,L,Violet,Summer,2023,3.6,No,Standard,No,0,Debit Card,0
1170,11170,P002-BKPK8-S,25,Female,Backpack,Accessories,94,USA,Wyoming,S,Gray,Fall,2023,4.5,No,2-Day Shipping,No,0,Cash,0
1171,11171,P001-SK17-S,57,Female,Skirt,Clothing,62,USA,Illinois,S,Red,Spring,2023,3.2,No,Express,No,0,Cash,0
1172,11172,P001-SO11-M,0,Male,Socks,Clothing,55,USA,Louisiana,M,Lavender,Spring,2023,3.9,No,Next Day Air,No,0,Debit Card,0
1173,11173,P004-C15-L,59,Female,Coat,Outerwear,68,USA,Oregon,L,Peach,Spring,2023,4.6,No,Store Pickup,No,42,Bank Transfer,0
1174,11174,P002-J10-M,44,Male,Jewelry,Accessories,76,USA,South Dakota,M,Indigo,Winter,2023,2.5,No,Express,No,42,Cash,0
1175,11175,P002-BKPK2-M,42,Female,Backpack,Accessories,31,USA,Michigan,M,Black,Winter,2023,4.3,No,Express,Yes,0,Bank Transfer,0
1176,11176,P002-BLT1-M,35,Female,Belt,Accessories,81,USA,New Jersey,M,Beige,Spring,2023,4.1,No,Store Pickup,No,0,Credit Card,0
1177,11177,P001-D17-M,36,Female,Dress,Clothing,83,USA,Oregon,M,Red,Winter,2023,4.6,No,Free Shipping,No,0,Credit Card,0
1178,11178,P001-SK2-M,54,Female,Skirt,Clothing,21,USA,Iowa,M,Black,Spring,2023,4.8,No,Standard,No,0,Debit Card,0
1179,11179,P001-D19-M,37,Female,Dress,Clothing,22,USA,South Carolina,M,Teal,Spring,2023,4.9,No,Express,Yes,23,Debit Card,0
1180,11180,P001-TSHT3-M,20,Female,T-shirt,Clothing,33,USA,Indiana,M,Blue,Summer,2023,2.8,No,Free Shipping,Yes,0,Bank Transfer,0
1181,11181,P001-SK1-S,23,Female,Skirt,Clothing,23,USA,Oregon,S,Beige,Spring,2023,4.9,No,Standard,No,34,Cash,0
1182,11182,P001-SHTS19-L,61,Female,Shorts,Clothing,96,USA,New York,L,Teal,Summer,2023,3.5,No,Free Shipping,No,0,Bank Transfer,0
1183,11183,P002-J13-M,37,Female,Jewelry,Accessories,21,USA,New Mexico,M,Maroon,Spring,2023,3.8,No,Express,No,0,Credit Card,0
1184,11184,P001-P22-M,23,Female,Pants,Clothing,39,USA,Louisiana,M,Yellow,Spring,2023,4.5,No,2-Day Shipping,No,0,Credit Card,0
1185,11185,P002-BLT10-S,63,Male,Belt,Accessories,73,USA,South Carolina,S,Indigo,Fall,2023,3.4,No,Express,No,19,Credit Card,0
1186,11186,P001-J12-M,47,Male,Jeans,Clothing,64,USA,Maine,M,Magenta,Spring,2023,3.9,No,Standard,No,29,Credit Card,0
1187,11187,P001-J1-M,63,Male,Jeans,Clothing,68,USA,Indiana,M,Beige,Summer,2023,4.1,No,2-Day Shipping,Yes,27,Credit Card,0
1188,11188,P002-HT13-L,56,Female,Hat,Accessories,89,USA,Iowa,L,Maroon,Fall,2023,3,No,Express,No,0,Credit Card,0
1189,11189,P001-B12-M,68,Female,Blouse,Clothing,29,USA,Mississippi,M,Magenta,Summer,2023,3.3,No,Next Day Air,No,0,Credit Card,0
1190,11190,P001-S19-XL,64,Female,Shirt,Clothing,97,USA,Arkansas,XL,Teal,Summer,2023,4.9,No,Free Shipping,Yes,28,Debit Card,0
1191,11191,P001-S25-M,62,Female,Shirt,Clothing,45,USA,South Carolina,M,Orange,Winter,2023,4.3,No,Next Day Air,No,31,Credit Card,0
1192,11192,P001-TSHT5-L,0,Female,T-shirt,Clothing,70,USA,Indiana,L,Charcoal,Winter,2023,4.1,No,Free Shipping,No,50,Debit Card,0
1193,11193,P004-C20-M,49,Female,Coat,Outerwear,56,USA,Florida,M,Turquoise,Summer,2023,4,No,2-Day Shipping,Yes,0,Debit Card,0
1194,11194,P004-J16-L,40,Female,Jacket,Outerwear,55,USA,Alaska,L,Pink,Fall,2023,5,No,2-Day Shipping,No,0,Credit Card,0
1195,11195,P001-H19-S,50,Female,Hoodie,Clothing,46,USA,New York,S,Teal,Winter,2023,3.1,No,2-Day Shipping,No,0,Credit Card,0
1196,11196,P002-SCF23-M,25,Female,Scarf,Accessories,95,USA,Texas,M,White,Winter,2023,4,No,2-Day Shipping,Yes,0,Debit Card,0
1197,11197,P002-BLT13-M,30,Female,Belt,Accessories,88,USA,North Dakota,M,Maroon,Winter,2023,3.2,No,2-Day Shipping,Yes,0,Bank Transfer,0
1198,11198,P003-SNK21-L,54,Male,Sneakers,Footwear,92,USA,Vermont,L,Violet,Fall,2023,3.9,No,Standard,No,0,Cash,0
1199,11199,P001-SO4-M,40,Male,Socks,Clothing,49,USA,New Jersey,M,Brown,Summer,2023,3.9,No,2-Day Shipping,Yes,0,Cash,0
1200,11200,P003-SD10-M,0,Female,Sandals,Footwear,89,USA,Maryland,M,Indigo,Fall,2023,4.5,No,Free Shipping,Yes,0,Debit Card,0
1201,11201,P004-C2-XL,27,Female,Coat,Outerwear,22,USA,Connecticut,XL,Black,Winter,2023,4.4,No,Store Pickup,Yes,0,Credit Card,0
1202,11202,P003-SH2-XL,27,Male,Shoes,Footwear,61,USA,Illinois,XL,Black,Summer,2023,3.1,No,2-Day Shipping,No,0,Debit Card,0
1203,11203,P002-SCF14-S,48,Female,Scarf,Accessories,29,USA,Maryland,S,Olive,Spring,2023,2.9,No,Standard,No,14,Debit Card,0
1204,11204,P003-SNK25-M,40,Female,Sneakers,Footwear,82,USA,Minnesota,M,Orange,Winter,2023,3.7,No,Free Shipping,No,0,Bank Transfer,0
1205,11205,P002-BLT16-M,67,Female,Belt,Accessories,94,USA,Florida,M,Pink,Spring,2023,3.2,No,2-Day Shipping,No,0,Credit Card,0
1206,11206,P002-HB14-M,52,Female,Handbag,Accessories,99,USA,California,M,Olive,Spring,2023,3.5,No,Standard,No,38,Bank Transfer,0
1207,11207,P002-HB6-S,22,Female,Handbag,Accessories,59,USA,Mississippi,S,Cyan,Fall,2023,3,No,Free Shipping,Yes,0,Debit Card,0
1208,11208,P003-B23-M,62,Female,Boots,Footwear,90,USA,Washington,M,White,Summer,2023,4.1,No,Next Day Air,Yes,0,Credit Card,0
1209,11209,P003-B17-S,20,Female,Boots,Footwear,100,USA,Wisconsin,S,Red,Winter,2023,2.9,No,2-Day Shipping,Yes,0,Debit Card,0
1210,11210,P001-P3-M,0,Male,Pants,Clothing,62,USA,Pennsylvania,M,Blue,Winter,2023,3.8,No,Next Day Air,No,0,Bank Transfer,0
1211,11211,P002-SG14-M,34,Female,Sunglasses,Accessories,78,USA,Missouri,M,Olive,Fall,2023,4.1,No,Next Day Air,No,0,Cash,0
1212,11212,P001-H9-M,23,Female,Hoodie,Clothing,94,USA,Oklahoma,M,Green,Spring,2023,4.6,No,Store Pickup,No,0,Debit Card,0
1213,11213,P003-SH22-M,32,Male,Shoes,Footwear,74,USA,Pennsylvania,M,Yellow,Summer,2023,2.5,No,Free Shipping,Yes,0,Credit Card,0
1214,11214,P002-HB2-XL,68,Male,Handbag,Accessories,52,USA,Kentucky,XL,Black,Spring,2023,3.7,No,Express,Yes,0,Debit Card,0
1215,11215,P004-J3-M,30,Female,Jacket,Outerwear,81,USA,Vermont,M,Blue,Fall,2023,3.8,No,Free Shipping,Yes,0,Cash,0
1216,11216,P001-B16-L,0,Male,Blouse,Clothing,20,USA,Oregon,L,Pink,Winter,2023,2.6,No,2-Day Shipping,Yes,15,Credit Card,0
1217,11217,P001-P11-XL,62,Female,Pants,Clothing,32,USA,Utah,XL,Lavender,Summer,2023,3.7,No,Free Shipping,Yes,3,Debit Card,0
1218,11218,P003-B6-XL,50,Female,Boots,Footwear,63,USA,Nebraska,XL,Cyan,Fall,2023,2.6,No,Free Shipping,No,0,Cash,0
1219,11219,P003-B6-M,55,Male,Boots,Footwear,79,USA,Pennsylvania,M,Cyan,Spring,2023,3.1,No,Store Pickup,No,0,Cash,0
1220,11220,P001-SW7-M,19,Male,Sweater,Clothing,23,USA,Vermont,M,Gold,Winter,2023,2.5,No,Next Day Air,No,0,Credit Card,0
1221,11221,P002-G9-M,67,Female,Gloves,Accessories,64,USA,Kentucky,M,Green,Winter,2023,4.9,No,Express,No,36,Bank Transfer,0
1222,11222,P001-SO17-M,18,Female,Socks,Clothing,69,USA,Iowa,M,Red,Winter,2023,4.5,No,Standard,Yes,0,Cash,0
1223,11223,P001-J12-L,0,Female,Jeans,Clothing,69,USA,Indiana,L,Magenta,Fall,2023,3.4,No,Store Pickup,No,0,Bank Transfer,0
1224,11224,P001-P17-L,0,Male,Pants,Clothing,24,USA,Kansas,L,Red,Winter,2023,3.9,No,Free Shipping,No,0,Bank Transfer,0
1225,11225,P001-SHTS22-M,62,Female,Shorts,Clothing,50,USA,Illinois,M,Yellow,Summer,2023,3.7,No,Store Pickup,No,0,Debit Card,0
1226,11226,P002-G20-S,28,Female,Gloves,Accessories,97,USA,North Carolina,S,Turquoise,Fall,2023,2.6,No,Free Shipping,No,0,Debit Card,0
1227,11227,P003-SD6-S,53,Female,Sandals,Footwear,91,USA,Ohio,S,Cyan,Fall,2023,3.4,No,Store Pickup,No,0,Debit Card,0
1228,11228,P001-B22-L,27,Female,Blouse,Clothing,37,USA,Illinois,L,Yellow,Spring,2023,4.9,No,Store Pickup,Yes,0,Bank Transfer,0
1229,11229,P004-J22-S,55,Female,Jacket,Outerwear,55,USA,Indiana,S,Yellow,Winter,2023,3.9,No,Express,No,0,Cash,0
1230,11230,P002-J13-XL,34,Male,Jewelry,Accessories,52,USA,Kansas,XL,Maroon,Winter,2023,3.6,No,Express,No,39,Bank Transfer,0
1231,11231,P002-HT4-L,25,Male,Hat,Accessories,80,USA,Illinois,L,Brown,Spring,2023,4.6,No,Standard,No,49,Debit Card,0
1232,11232,P001-SO7-M,66,Female,Socks,Clothing,79,USA,Pennsylvania,M,Gold,Spring,2023,4,No,2-Day Shipping,No,0,Credit Card,0
1233,11233,P002-HB5-M,57,Female,Handbag,Accessories,23,USA,New York,M,Charcoal,Summer,2023,3.6,No,Free Shipping,No,31,Debit Card,0
1234,11234,P001-P1-L,46,Male,Pants,Clothing,73,USA,Utah,L,Beige,Winter,2023,3.5,No,Next Day Air,No,0,Debit Card,0
1235,11235,P002-G10-M,38,Female,Gloves,Accessories,99,USA,New Jersey,M,Indigo,Fall,2023,4.1,No,Store Pickup,Yes,0,Bank Transfer,0
1236,11236,P001-SW17-M,23,Not Available,Sweater,Clothing,22,USA,Idaho,M,Red,Spring,2023,3,No,Store Pickup,No,0,Debit Card,0
1237,11237,P002-HT23-M,42,Male,Hat,Accessories,68,USA,New Mexico,M,White,Summer,2023,4.4,No,Store Pickup,No,35,Debit Card,0
1238,11238,P001-D5-S,25,Male,Dress,Clothing,92,USA,Michigan,S,Charcoal,Spring,2023,4.4,No,2-Day Shipping,No,0,Credit Card,0
1239,11239,P001-P21-M,55,Male,Pants,Clothing,77,USA,Wyoming,M,Violet,Winter,2023,3.7,No,Express,Yes,0,Debit Card,0
1240,11240,P004-C12-XL,62,Female,Coat,Outerwear,37,USA,New Jersey,XL,Magenta,Spring,2023,4.8,No,Standard,No,32,Debit Card,0
1241,11241,P002-SCF23-L,41,Female,Scarf,Accessories,79,USA,New Jersey,L,White,Winter,2023,2.9,No,Store Pickup,No,0,Debit Card,0
1242,11242,P001-H16-XL,0,Female,Hoodie,Clothing,51,USA,Hawaii,XL,Pink,Winter,2023,3.1,No,Express,No,34,Credit Card,0
1243,11243,P001-SO11-M,56,Female,Socks,Clothing,27,USA,Nevada,M,Lavender,Summer,2023,4,No,Next Day Air,No,0,Bank Transfer,0
1244,11244,P001-B16-S,0,Female,Blouse,Clothing,23,USA,New Hampshire,S,Pink,Spring,2023,3,No,Store Pickup,Yes,0,Debit Card,0
1245,11245,P001-SO18-S,70,Female,Socks,Clothing,76,USA,Indiana,S,Silver,Summer,2023,3.9,No,2-Day Shipping,No,0,Cash,0
1246,11246,P001-D21-M,42,Female,Dress,Clothing,31,USA,New York,M,Violet,Fall,2023,3.4,No,Standard,No,30,Bank Transfer,0
1247,11247,P001-H5-M,27,Female,Hoodie,Clothing,60,USA,Louisiana,M,Charcoal,Winter,2023,2.7,No,Standard,No,27,Cash,0
1248,11248,P001-TSHT5-M,65,Female,T-shirt,Clothing,99,USA,Virginia,M,Charcoal,Spring,2023,3.5,No,Express,Yes,0,Debit Card,0
1249,11249,P002-HT17-XL,62,Female,Hat,Accessories,37,USA,Wisconsin,XL,Red,Winter,2023,3,No,Free Shipping,Yes,8,Credit Card,0
1250,11250,P003-B15-M,62,Not Available,Boots,Footwear,50,USA,Oregon,M,Peach,Winter,2023,4.5,No,Express,Yes,0,Debit Card,0
1251,11251,P001-J24-XL,52,Male,Jeans,Clothing,26,USA,New Hampshire,XL,Purple,Winter,2023,4.1,No,Free Shipping,No,24,Cash,0
1252,11252,P001-SHTS25-XL,56,Male,Shorts,Clothing,86,USA,Indiana,XL,Orange,Spring,2023,5,No,Next Day Air,No,0,Credit Card,0
1253,11253,P003-SD12-L,28,Male,Sandals,Footwear,41,USA,Massachusetts,L,Magenta,Fall,2023,4,No,Standard,No,8,Cash,0
1254,11254,P003-SD17-XL,39,Female,Sandals,Footwear,23,USA,Montana,XL,Red,Winter,2023,4.9,No,Express,No,0,Credit Card,0
1255,11255,P003-SNK2-XL,54,Female,Sneakers,Footwear,56,USA,California,XL,Black,Spring,2023,3.3,No,2-Day Shipping,Yes,2,Credit Card,0
1256,11256,P002-HT15-M,0,Female,Hat,Accessories,68,USA,Indiana,M,Peach,Fall,2023,4.1,No,Standard,Yes,0,Cash,0
1257,11257,P004-C14-S,0,Female,Coat,Outerwear,48,USA,West Virginia,S,Olive,Winter,2023,3.6,No,Express,No,0,Cash,0
1258,11258,P001-D7-L,68,Female,Dress,Clothing,67,USA,Minnesota,L,Gold,Spring,2023,3,No,Free Shipping,Yes,0,Cash,0
1259,11259,P003-B7-XL,47,Male,Boots,Footwear,87,USA,Ohio,XL,Gold,Spring,2023,4.1,No,2-Day Shipping,No,0,Debit Card,0
1260,11260,P001-SK20-M,68,Not Available,Skirt,Clothing,64,USA,Minnesota,M,Turquoise,Fall,2023,3.9,No,Standard,No,0,Credit Card,0
1261,11261,P001-S9-XL,63,Female,Shirt,Clothing,93,USA,Virginia,XL,Green,Spring,2023,4.1,No,Store Pickup,No,0,Debit Card,0
1262,11262,P001-S13-L,20,Male,Shirt,Clothing,29,USA,Connecticut,L,Maroon,Summer,2023,2.8,No,Next Day Air,No,2,Credit Card,0
1263,11263,P003-B4-L,29,Female,Boots,Footwear,62,USA,Tennessee,L,Brown,Winter,2023,4.8,No,Store Pickup,No,0,Debit Card,0
1264,11264,P001-H4-L,41,Male,Hoodie,Clothing,70,USA,Delaware,L,Brown,Winter,2023,4.6,No,2-Day Shipping,No,0,Credit Card,0
1265,11265,P001-SW3-S,52,Not Available,Sweater,Clothing,92,USA,Vermont,S,Blue,Winter,2023,2.5,No,Next Day Air,No,0,Debit Card,0
1266,11266,P001-S11-M,32,Female,Shirt,Clothing,79,USA,Louisiana,M,Lavender,Spring,2023,2.7,No,Next Day Air,No,27,Bank Transfer,0
1267,11267,P001-B15-M,20,Female,Blouse,Clothing,31,USA,North Dakota,M,Peach,Fall,2023,4,No,Standard,No,0,Debit Card,0
1268,11268,P001-TSHT8-S,47,Male,T-shirt,Clothing,83,USA,Oregon,S,Gray,Spring,2023,2.7,No,Standard,Yes,0,Cash,0
1269,11269,P004-J5-XL,23,Not Available,Jacket,Outerwear,88,USA,Idaho,XL,Charcoal,Winter,2023,2.9,No,Next Day Air,No,25,Debit Card,0
1270,11270,P002-J11-M,43,Female,Jewelry,Accessories,53,USA,Vermont,M,Lavender,Spring,2023,3,No,Standard,No,47,Credit Card,0
1271,11271,P001-H9-M,67,Female,Hoodie,Clothing,98,USA,West Virginia,M,Green,Fall,2023,3.3,No,Standard,No,20,Cash,0
1272,11272,P002-J8-S,70,Female,Jewelry,Accessories,57,USA,Kentucky,S,Gray,Spring,2023,4.3,No,Store Pickup,Yes,0,Cash,0
1273,11273,P003-SD25-M,35,Male,Sandals,Footwear,80,USA,Wisconsin,M,Orange,Winter,2023,4.4,No,Express,Yes,0,Bank Transfer,0
1274,11274,P001-J18-L,41,Male,Jeans,Clothing,29,USA,Mississippi,L,Silver,Spring,2023,4.1,No,Next Day Air,No,0,Credit Card,0
1275,11275,P002-HT14-M,54,Male,Hat,Accessories,73,USA,Missouri,M,Olive,Spring,2023,3.1,No,2-Day Shipping,No,37,Cash,0
1276,11276,P001-SW20-S,55,Female,Sweater,Clothing,32,USA,Arkansas,S,Turquoise,Fall,2023,4.5,No,Standard,No,0,Credit Card,0
1277,11277,P003-B20-L,51,Female,Boots,Footwear,68,USA,Wyoming,L,Turquoise,Spring,2023,4.8,No,Next Day Air,Yes,37,Bank Transfer,0
1278,11278,P001-B9-L,19,Female,Blouse,Clothing,97,USA,Rhode Island,L,Green,Spring,2023,5,No,Express,No,0,Debit Card,0
1279,11279,P001-SHTS21-M,28,Female,Shorts,Clothing,98,USA,Utah,M,Violet,Fall,2023,2.8,No,Next Day Air,No,0,Debit Card,0
1280,11280,P001-H5-L,63,Male,Hoodie,Clothing,56,USA,Maryland,L,Charcoal,Fall,2023,3.7,No,Express,No,0,Debit Card,0
1281,11281,P001-P23-L,30,Male,Pants,Clothing,78,USA,Georgia,L,White,Winter,2023,4.4,No,2-Day Shipping,No,0,Debit Card,0
1282,11282,P002-BLT14-M,29,Female,Belt,Accessories,81,USA,New Jersey,M,Olive,Spring,2023,4.5,No,Store Pickup,No,0,Debit Card,0
1283,11283,P001-S21-L,24,Male,Shirt,Clothing,68,USA,New Hampshire,L,Violet,Winter,2023,3,No,Free Shipping,No,0,Debit Card,0
1284,11284,P001-S21-M,69,Female,Shirt,Clothing,94,USA,Oregon,M,Violet,Winter,2023,3.9,No,2-Day Shipping,No,0,Debit Card,0
1285,11285,P001-BD-M,65,Male,Dress,Clothing,93,USA,Arkansas,M,Black,Spring,2023,3.9,No,Express,Yes,0,Credit Card,0
1286,11286,P002-G5-M,64,Male,Gloves,Accessories,99,USA,North Carolina,M,Charcoal,Fall,2023,3.5,No,Next Day Air,No,0,Bank Transfer,0
1287,11287,P002-G22-M,40,Male,Gloves,Accessories,49,USA,West Virginia,L,Yellow,Winter,2023,4.9,No,Next Day Air,Yes,44,Debit Card,0
1288,11288,P001-J3-XL,24,Female,Jeans,Clothing,28,USA,Utah,XL,Blue,Winter,2023,3.4,No,Standard,No,0,Cash,0
1289,11289,P002-BLT5-XL,66,Female,Belt,Accessories,93,USA,South Dakota,XL,Charcoal,Winter,2023,4.1,No,Standard,Yes,0,Cash,0
1290,11290,P004-J17-M,35,Female,Jacket,Outerwear,24,USA,New Hampshire,M,Red,Fall,2023,2.9,No,Next Day Air,No,10,Cash,0
1291,11291,P001-SK10-M,67,Male,Skirt,Clothing,35,USA,Maryland,M,Indigo,Spring,2023,3.4,No,Free Shipping,No,0,Credit Card,0
1292,11292,P003-SD1-S,69,Female,Sandals,Footwear,68,USA,South Dakota,S,Beige,Spring,2023,3.2,No,2-Day Shipping,No,23,Debit Card,0
1293,11293,P002-BLT13-M,26,Female,Belt,Accessories,61,USA,Kentucky,M,Maroon,Summer,2023,3.9,No,Free Shipping,No,0,Bank Transfer,0
1294,11294,P001-SW22-XL,23,Female,Sweater,Clothing,74,USA,Florida,XL,Yellow,Fall,2023,4.1,No,Standard,Yes,0,Debit Card,0
1295,11295,P001-S18-M,27,Male,Shirt,Clothing,64,USA,Texas,M,Silver,Summer,2023,4.5,No,Standard,No,0,Cash,0
1296,11296,P003-SNK14-M,30,Not Available,Sneakers,Footwear,60,USA,New Mexico,M,Olive,Fall,2023,2.8,No,Standard,Yes,50,Cash,0
1297,11297,P001-J19-S,48,Female,Jeans,Clothing,29,USA,South Dakota,S,Teal,Spring,2023,2.8,No,Express,No,0,Cash,0
1298,11298,P003-SD18-M,44,Not Available,Sandals,Footwear,85,USA,New Jersey,M,Silver,Summer,2023,4.6,No,Standard,Yes,0,Debit Card,0
1299,11299,P001-P10-S,29,Male,Pants,Clothing,81,USA,Indiana,S,Indigo,Summer,2023,3,No,Free Shipping,No,14,Bank Transfer,0
1300,11300,P002-BLT19-L,29,Female,Belt,Accessories,23,USA,Louisiana,L,Teal,Fall,2023,3.6,No,2-Day Shipping,No,42,Debit Card,0
1301,11301,P001-TSHT5-M,67,Male,T-shirt,Clothing,100,USA,West Virginia,M,Charcoal,Spring,2023,4.5,No,Next Day Air,No,0,Credit Card,0
1302,11302,P001-S25-M,42,Female,Shirt,Clothing,54,USA,Maine,M,Orange,Fall,2023,5,No,Express,No,0,Debit Card,0
1303,11303,P003-SNK7-M,23,Female,Sneakers,Footwear,25,USA,Idaho,M,Gold,Fall,2023,2.9,No,Next Day Air,Yes,37,Credit Card,0
1304,11304,P001-B18-L,34,Female,Blouse,Clothing,32,USA,New York,L,Silver,Summer,2023,3.1,No,Next Day Air,No,0,Credit Card,0
1305,11305,P002-BKPK25,64,Female,Backpack,Accessories,63,USA,Montana,S,Orange,Spring,2023,4,No,2-Day Shipping,No,18,Cash,0
1306,11306,P001-P15-XL,31,Female,Pants,Clothing,56,USA,Mississippi,XL,Peach,Spring,2023,4.5,No,Express,No,2,Credit Card,0
1307,11307,P001-SW4-L,54,Female,Sweater,Clothing,33,USA,Alaska,L,Brown,Winter,2023,4.5,No,Next Day Air,No,0,Debit Card,0
1308,11308,P004-C2-L,0,Female,Coat,Outerwear,32,USA,Missouri,L,Black,Summer,2023,3.1,No,Express,Yes,0,Cash,0
1309,11309,P001-D17-L,59,Female,Dress,Clothing,38,USA,Rhode Island,L,Red,Summer,2023,4.4,No,Next Day Air,No,14,Credit Card,0
1310,11310,P001-B11-L,32,Female,Blouse,Clothing,21,USA,Hawaii,L,Lavender,Summer,2023,4.7,No,Store Pickup,No,0,Cash,0
1311,11311,P001-H4-L,43,Male,Hoodie,Clothing,59,USA,South Carolina,L,Brown,Winter,2023,3.1,No,Store Pickup,No,0,Credit Card,0
1312,11312,P003-SH13-M,32,Male,Shoes,Footwear,87,USA,Tennessee,M,Maroon,Fall,2023,4.2,No,Express,No,0,Debit Card,0
1313,11313,P001-TSHT21-M,0,Female,T-shirt,Clothing,79,USA,Missouri,M,Violet,Winter,2023,3,No,Store Pickup,No,0,Bank Transfer,0
1314,11314,P003-SH11-M,70,Female,Shoes,Footwear,28,USA,Missouri,M,Lavender,Summer,2023,2.6,No,Free Shipping,No,23,Credit Card,0
1315,11315,P003-B12-S,42,Male,Boots,Footwear,67,USA,Missouri,S,Magenta,Summer,2023,3.4,No,Free Shipping,No,0,Debit Card,0
1316,11316,P001-SHTS9-L,56,Female,Shorts,Clothing,75,USA,Mississippi,L,Green,Spring,2023,4.2,No,2-Day Shipping,Yes,29,Debit Card,0
1317,11317,P002-BLT11-S,28,Male,Belt,Accessories,32,USA,Arkansas,S,Lavender,Spring,2023,4.6,No,Standard,No,14,Debit Card,0
1318,11318,P001-P9-M,28,Female,Pants,Clothing,43,USA,Kentucky,M,Green,Spring,2023,2.8,No,Free Shipping,Yes,0,Cash,0
1319,11319,P001-SHTS13-M,52,Female,Shorts,Clothing,93,USA,Connecticut,M,Maroon,Spring,2023,2.7,No,Express,Yes,0,Credit Card,0
1320,11320,P002-SG12-M,65,Female,Sunglasses,Accessories,24,USA,Oklahoma,M,Magenta,Spring,2023,4,No,Standard,Yes,48,Bank Transfer,0
1321,11321,P002-HT19-XL,56,Female,Hat,Accessories,31,USA,California,XL,Teal,Fall,2023,3.1,No,Free Shipping,No,0,Debit Card,0
1322,11322,P001-TSHT25-L,59,Female,T-shirt,Clothing,84,USA,Missouri,L,Orange,Winter,2023,3.7,No,Express,Yes,45,Bank Transfer,0
1323,11323,P001-P21-M,23,Female,Pants,Clothing,74,USA,Washington,M,Violet,Winter,2023,4,No,Next Day Air,Yes,0,Bank Transfer,0
1324,11324,P001-SHTS22-M,58,Female,Shorts,Clothing,62,USA,New York,M,Yellow,Spring,2023,4.6,No,Standard,No,0,Debit Card,0
1325,11325,P002-J25-S,39,Male,Jewelry,Accessories,77,USA,Indiana,S,Orange,Summer,2023,3.8,No,Free Shipping,No,11,Credit Card,0
1326,11326,P002-BKPK7-L,28,Female,Backpack,Accessories,73,USA,Oregon,L,Gold,Summer,2023,3.5,No,Express,No,0,Cash,0
1327,11327,P003-SH10-M,40,Female,Shoes,Footwear,50,USA,Texas,M,Indigo,Spring,2023,4.6,No,Free Shipping,No,0,Cash,0
1328,11328,P004-C20-M,52,Female,Coat,Outerwear,40,USA,Florida,M,Turquoise,Winter,2023,2.8,No,Standard,No,0,Cash,0
1329,11329,P001-SW25-M,37,Male,Sweater,Clothing,97,USA,Rhode Island,M,Orange,Winter,2023,3.7,No,Standard,No,0,Bank Transfer,0
1330,11330,P002-G10-M,70,Female,Gloves,Accessories,63,USA,Texas,M,Indigo,Fall,2023,3.3,No,Express,No,50,Credit Card,0
